param,aic
"[(3, 1, 0), (0, 0, 2, 2)]",14061.573131627349
"[(0, 1, 1), (0, 0, 3, 2)]",14061.578899774153
"[(1, 1, 1), (2, 0, 1, 2)]",14061.602428771694
"[(1, 1, 1), (3, 0, 0, 5)]",14061.68566174628
"[(0, 1, 1), (3, 0, 1, 5)]",14061.693380617704
"[(1, 1, 0), (1, 0, 2, 2)]",14061.69464262019
"[(0, 1, 3), (3, 0, 0, 2)]",14061.756123490308
"[(2, 1, 0), (0, 0, 3, 2)]",14061.798958732394
"[(0, 1, 1), (0, 0, 2, 2)]",14062.058732186828
"[(1, 1, 1), (0, 0, 2, 2)]",14062.513772674854
"[(0, 1, 1), (2, 0, 1, 5)]",14062.535289172985
"[(0, 1, 1), (3, 0, 1, 2)]",14062.567932162987
"[(1, 1, 2), (2, 0, 0, 2)]",14062.607501495384
"[(1, 1, 1), (0, 0, 3, 2)]",14062.823347339472
"[(1, 1, 2), (3, 0, 0, 2)]",14062.998536422907
"[(0, 1, 2), (2, 0, 1, 5)]",14063.261921227895
"[(0, 1, 2), (3, 0, 1, 5)]",14063.273902609146
"[(1, 1, 1), (3, 0, 1, 5)]",14063.362520718736
"[(1, 1, 1), (2, 0, 1, 5)]",14063.516280603006
"[(0, 1, 2), (2, 0, 0, 5)]",14063.517951037742
"[(0, 1, 1), (2, 0, 0, 5)]",14063.664455627482
"[(1, 1, 1), (2, 0, 0, 5)]",14063.932896489468
"[(1, 1, 1), (3, 0, 1, 2)]",14064.314442570338
"[(1, 1, 3), (0, 0, 0, 7)]",14066.143523836137
"[(1, 1, 3), (0, 0, 0, 2)]",14066.143523836137
"[(1, 1, 3), (0, 0, 0, 5)]",14066.143523836137
"[(1, 1, 3), (0, 0, 1, 5)]",14066.412889526835
"[(0, 1, 2), (0, 0, 3, 5)]",14066.455860030397
"[(1, 1, 1), (0, 0, 3, 5)]",14066.92975184138
"[(0, 1, 1), (0, 0, 3, 5)]",14067.027147318426
"[(1, 1, 3), (1, 0, 0, 5)]",14067.055100802765
"[(0, 1, 2), (0, 0, 2, 5)]",14067.46271407563
"[(1, 1, 1), (0, 0, 2, 5)]",14068.552093149396
"[(0, 1, 1), (0, 0, 2, 5)]",14071.923608300154
"[(1, 1, 2), (1, 0, 1, 5)]",14074.196184585764
"[(2, 1, 2), (1, 0, 1, 5)]",14075.700126733625
"[(2, 1, 0), (0, 0, 2, 7)]",14080.00558792211
"[(1, 1, 1), (1, 0, 1, 2)]",14082.765174549197
"[(2, 1, 1), (1, 0, 1, 5)]",14083.8967784722
"[(1, 1, 2), (0, 0, 1, 5)]",14086.345367287198
"[(2, 1, 2), (0, 0, 1, 5)]",14087.048214593753
"[(0, 1, 3), (1, 0, 1, 5)]",14087.090541531321
"[(0, 1, 1), (1, 0, 1, 2)]",14087.548351699761
"[(0, 1, 2), (1, 0, 1, 5)]",14087.900813109774
"[(2, 1, 1), (0, 0, 1, 2)]",14089.003154765896
"[(1, 1, 1), (1, 0, 1, 5)]",14089.354983193885
"[(2, 1, 2), (1, 0, 0, 5)]",14090.366821366122
"[(1, 1, 2), (1, 0, 0, 5)]",14090.943254436726
"[(1, 1, 3), (1, 0, 0, 2)]",14091.122469632974
"[(3, 1, 0), (0, 0, 1, 2)]",14093.461408505525
"[(2, 1, 0), (0, 0, 1, 2)]",14094.864466145602
"[(2, 1, 0), (0, 0, 2, 2)]",14094.893729905112
"[(2, 1, 1), (0, 0, 0, 2)]",14095.498074103569
"[(2, 1, 1), (0, 0, 0, 7)]",14095.498074103569
"[(2, 1, 1), (0, 0, 0, 5)]",14095.498074103569
"[(2, 1, 1), (0, 0, 1, 5)]",14095.501492141786
"[(1, 1, 0), (0, 0, 3, 7)]",14095.615219352756
"[(2, 1, 2), (0, 0, 0, 5)]",14095.844410549718
"[(2, 1, 2), (0, 0, 0, 7)]",14095.844410549718
"[(2, 1, 2), (0, 0, 0, 2)]",14095.844410549718
"[(2, 1, 1), (1, 0, 0, 5)]",14096.135316129847
"[(0, 1, 3), (1, 0, 0, 2)]",14096.892368702895
"[(1, 1, 1), (0, 0, 1, 2)]",14097.090423598795
"[(0, 1, 2), (0, 0, 1, 5)]",14098.075047244449
"[(1, 1, 2), (0, 0, 0, 7)]",14098.58357337979
"[(1, 1, 2), (0, 0, 0, 5)]",14098.58357337979
"[(1, 1, 2), (0, 0, 0, 2)]",14098.58357337979
"[(0, 1, 2), (1, 0, 0, 2)]",14098.860944824719
"[(1, 1, 1), (1, 0, 0, 2)]",14099.172647255355
"[(0, 1, 2), (1, 0, 0, 5)]",14099.197095212321
"[(0, 1, 3), (0, 0, 1, 5)]",14099.204834970413
"[(1, 1, 1), (0, 0, 1, 5)]",14099.477690852073
"[(1, 1, 0), (0, 0, 1, 2)]",14099.906686873228
"[(0, 1, 2), (0, 0, 0, 7)]",14099.947894513622
"[(0, 1, 2), (0, 0, 0, 5)]",14099.947894513622
"[(0, 1, 2), (0, 0, 0, 2)]",14099.947894513622
"[(0, 1, 1), (1, 0, 1, 5)]",14100.002393892417
"[(0, 1, 3), (0, 0, 0, 5)]",14100.051460339151
"[(0, 1, 3), (0, 0, 0, 7)]",14100.051460339151
"[(0, 1, 3), (0, 0, 0, 2)]",14100.051460339151
"[(1, 1, 0), (0, 0, 2, 2)]",14100.127733977875
"[(0, 1, 3), (1, 0, 0, 5)]",14100.128251114642
"[(1, 1, 2), (1, 0, 0, 2)]",14100.446419556758
"[(1, 1, 0), (1, 0, 1, 2)]",14100.7527857812
"[(1, 1, 1), (1, 0, 0, 5)]",14100.852608209512
"[(1, 1, 1), (0, 0, 0, 7)]",14102.334576124744
"[(1, 1, 1), (0, 0, 0, 5)]",14102.334576124744
"[(1, 1, 1), (0, 0, 0, 2)]",14102.334576124744
"[(0, 1, 1), (0, 0, 1, 2)]",14109.16149579914
"[(0, 1, 1), (0, 0, 1, 5)]",14113.470117875746
"[(0, 1, 1), (1, 0, 0, 2)]",14114.626352424268
"[(0, 1, 1), (1, 0, 0, 5)]",14117.199022829991
"[(0, 1, 1), (0, 0, 0, 7)]",14122.178623157652
"[(0, 1, 1), (0, 0, 0, 5)]",14122.178623157652
"[(0, 1, 1), (0, 0, 0, 2)]",14122.178623157652
"[(1, 1, 0), (3, 0, 0, 2)]",14141.290517417454
"[(3, 1, 0), (0, 0, 1, 7)]",14172.032223844431
"[(1, 1, 0), (1, 0, 0, 7)]",14202.707416334415
"[(1, 1, 0), (0, 0, 2, 7)]",14227.303742835466
"[(1, 1, 0), (2, 0, 0, 2)]",14232.094277395481
"[(1, 1, 0), (2, 0, 3, 5)]",14234.47922321367
"[(1, 1, 0), (2, 0, 2, 5)]",14254.51556073368
"[(1, 1, 0), (3, 0, 2, 5)]",14258.419840741812
"[(1, 1, 0), (3, 0, 3, 5)]",14263.931409973615
"[(2, 1, 0), (0, 0, 1, 7)]",14273.717207720456
"[(0, 1, 0), (3, 0, 0, 7)]",14294.645642706852
"[(3, 1, 0), (3, 0, 0, 5)]",14331.858604768911
"[(3, 1, 0), (3, 0, 1, 5)]",14331.945933251267
"[(3, 1, 0), (2, 0, 1, 5)]",14343.92678359312
"[(3, 1, 0), (2, 0, 0, 5)]",14354.29470392426
"[(3, 1, 0), (0, 0, 3, 5)]",14368.253697139251
"[(3, 1, 0), (1, 0, 3, 5)]",14370.188123929522
"[(3, 1, 0), (1, 0, 2, 5)]",14370.522591344255
"[(3, 1, 0), (0, 0, 2, 5)]",14374.618100984946
"[(0, 1, 0), (2, 0, 0, 7)]",14384.821490758288
"[(1, 1, 0), (0, 0, 1, 7)]",14404.48799626372
"[(3, 1, 0), (1, 0, 1, 5)]",14429.829351582874
"[(3, 1, 0), (0, 0, 1, 5)]",14456.939151753775
"[(3, 1, 0), (1, 0, 0, 5)]",14463.114430217
"[(2, 1, 0), (3, 0, 0, 5)]",14467.049562990527
"[(2, 1, 0), (3, 0, 1, 5)]",14468.014281828753
"[(1, 1, 0), (1, 0, 0, 2)]",14468.430775362482
"[(3, 1, 0), (0, 0, 0, 7)]",14469.504792322423
"[(3, 1, 0), (0, 0, 0, 5)]",14469.504792322423
"[(3, 1, 0), (0, 0, 0, 2)]",14469.504792322423
"[(2, 1, 0), (2, 0, 1, 5)]",14471.078850205111
"[(2, 1, 0), (2, 0, 0, 5)]",14473.834733384436
"[(2, 1, 0), (1, 0, 2, 5)]",14480.560765051476
"[(2, 1, 0), (0, 0, 3, 5)]",14481.994950320304
"[(2, 1, 0), (1, 0, 3, 5)]",14483.949352040952
"[(2, 1, 0), (0, 0, 2, 5)]",14485.70507964275
"[(0, 1, 0), (0, 0, 3, 7)]",14507.086151055413
"[(2, 1, 0), (1, 0, 1, 5)]",14523.628685301614
"[(2, 1, 0), (0, 0, 1, 5)]",14545.060124810105
"[(2, 1, 0), (1, 0, 0, 5)]",14551.748611375673
"[(2, 1, 0), (0, 0, 0, 2)]",14559.615410002276
"[(2, 1, 0), (0, 0, 0, 5)]",14559.615410002276
"[(2, 1, 0), (0, 0, 0, 7)]",14559.615410002276
"[(0, 1, 0), (1, 0, 0, 7)]",14599.814215463106
"[(1, 1, 0), (1, 0, 2, 5)]",14600.359525776708
"[(1, 1, 0), (1, 0, 3, 5)]",14602.349075249842
"[(0, 1, 0), (0, 0, 2, 7)]",14607.175342457935
"[(0, 1, 0), (3, 0, 2, 2)]",14611.912438801672
"[(1, 1, 0), (2, 0, 0, 5)]",14623.570220890511
"[(0, 1, 0), (2, 0, 3, 2)]",14624.373192813046
"[(1, 1, 0), (3, 0, 0, 5)]",14625.122355302534
"[(1, 1, 0), (2, 0, 1, 5)]",14625.292205602476
"[(1, 1, 0), (0, 0, 2, 5)]",14626.130631470005
"[(1, 1, 0), (0, 0, 3, 5)]",14626.419730184374
"[(1, 1, 0), (3, 0, 1, 5)]",14627.031925732443
"[(1, 1, 0), (1, 0, 1, 5)]",14630.23056998218
"[(1, 1, 0), (0, 0, 1, 5)]",14637.068058506404
"[(0, 1, 0), (2, 0, 3, 5)]",14642.298940797962
"[(0, 1, 0), (3, 0, 2, 5)]",14643.536981949997
"[(1, 1, 0), (1, 0, 0, 5)]",14644.950090877224
"[(0, 1, 0), (3, 0, 3, 2)]",14670.741872621158
"[(1, 1, 0), (0, 0, 0, 5)]",14673.57526862244
"[(1, 1, 0), (0, 0, 0, 2)]",14673.57526862244
"[(1, 1, 0), (0, 0, 0, 7)]",14673.57526862244
"[(0, 1, 0), (3, 0, 3, 5)]",14724.63344141572
"[(0, 1, 0), (0, 0, 1, 7)]",14760.370704541032
"[(0, 1, 0), (3, 0, 1, 2)]",14923.181035747137
"[(0, 1, 0), (2, 0, 2, 2)]",14929.833266647416
"[(0, 1, 0), (1, 0, 3, 2)]",14942.198589279276
"[(0, 1, 0), (0, 0, 3, 2)]",14942.216460262407
"[(0, 1, 0), (3, 0, 1, 5)]",14944.769287292325
"[(0, 1, 0), (2, 0, 1, 2)]",14953.878922220676
"[(0, 1, 0), (3, 0, 0, 2)]",14955.340841911573
"[(0, 1, 0), (1, 0, 2, 2)]",14957.338777895571
"[(0, 1, 0), (1, 0, 3, 5)]",14959.334641267564
"[(0, 1, 0), (0, 0, 3, 5)]",14960.770170621017
"[(0, 1, 0), (1, 0, 1, 2)]",14963.167622199411
"[(0, 1, 0), (2, 0, 2, 5)]",14967.746310014663
"[(0, 1, 0), (3, 0, 0, 5)]",14968.278990295716
"[(0, 1, 0), (2, 0, 1, 5)]",14972.311460095334
"[(0, 1, 0), (1, 0, 2, 5)]",14974.526640617882
"[(0, 1, 0), (1, 0, 1, 5)]",14978.168666944268
"[(0, 1, 0), (0, 0, 2, 2)]",14980.762312338855
"[(0, 1, 0), (2, 0, 0, 2)]",14988.723024237615
"[(0, 1, 0), (0, 0, 1, 2)]",14990.842977658709
"[(0, 1, 0), (1, 0, 0, 2)]",14991.348603584436
"[(0, 1, 0), (0, 0, 2, 5)]",14992.799188761022
"[(0, 1, 0), (0, 0, 0, 7)]",14993.289721604298
"[(0, 1, 0), (0, 0, 0, 5)]",14993.289721604298
"[(0, 1, 0), (0, 0, 0, 2)]",14993.289721604298
"[(0, 1, 0), (0, 0, 1, 5)]",14993.76581535198
"[(0, 1, 0), (1, 0, 0, 5)]",14993.854770218708
"[(0, 1, 0), (2, 0, 0, 5)]",14994.635340632392
