param,aic
"[(1, 1, 1), (3, 0, 1, 2)]",14019.018121643978
"[(0, 1, 1), (3, 0, 0, 2)]",14019.804660465528
"[(1, 1, 0), (2, 0, 2, 2)]",14020.561247482603
"[(0, 1, 1), (2, 0, 0, 2)]",14020.659311843767
"[(0, 1, 1), (2, 0, 1, 2)]",14020.883891316207
"[(2, 1, 1), (1, 0, 1, 5)]",14021.47209750274
"[(1, 1, 0), (2, 0, 1, 2)]",14021.488738058331
"[(0, 1, 1), (3, 0, 1, 2)]",14021.6755049592
"[(0, 1, 2), (1, 0, 1, 5)]",14022.512126669506
"[(0, 1, 1), (0, 0, 3, 2)]",14023.442309609107
"[(0, 1, 1), (0, 0, 2, 2)]",14023.762208723716
"[(1, 1, 1), (1, 0, 1, 5)]",14023.951918676525
"[(1, 1, 2), (2, 0, 0, 2)]",14024.033416892447
"[(0, 1, 3), (1, 0, 1, 5)]",14024.43999599725
"[(1, 1, 0), (0, 0, 3, 2)]",14025.696651370892
"[(1, 1, 3), (1, 0, 1, 5)]",14026.13520158036
"[(2, 1, 2), (0, 0, 1, 5)]",14026.816000480252
"[(2, 1, 2), (1, 0, 0, 5)]",14027.508245193814
"[(2, 1, 2), (0, 0, 0, 7)]",14027.783829150707
"[(2, 1, 2), (0, 0, 0, 2)]",14027.783829150707
"[(2, 1, 2), (0, 0, 0, 5)]",14027.783829150707
"[(3, 1, 2), (0, 0, 1, 5)]",14028.106137252264
"[(1, 1, 3), (1, 0, 0, 2)]",14029.031983466146
"[(3, 1, 2), (1, 0, 0, 5)]",14029.191846385464
"[(3, 1, 2), (0, 0, 0, 7)]",14029.721582473896
"[(3, 1, 2), (0, 0, 0, 2)]",14029.721582473896
"[(3, 1, 2), (0, 0, 0, 5)]",14029.721582473896
"[(0, 1, 3), (1, 0, 0, 2)]",14029.917010661666
"[(2, 1, 0), (0, 0, 1, 2)]",14030.709137204685
"[(3, 1, 0), (0, 0, 1, 2)]",14030.872889337099
"[(1, 1, 1), (1, 0, 1, 2)]",14030.988880811947
"[(0, 1, 2), (0, 0, 0, 5)]",14031.074516268138
"[(0, 1, 2), (0, 0, 0, 7)]",14031.074516268138
"[(0, 1, 2), (0, 0, 0, 2)]",14031.074516268138
"[(2, 1, 1), (0, 0, 0, 7)]",14031.470250611865
"[(2, 1, 1), (0, 0, 0, 5)]",14031.470250611865
"[(2, 1, 1), (0, 0, 0, 2)]",14031.470250611865
"[(2, 1, 0), (0, 0, 2, 2)]",14032.181726341983
"[(1, 1, 1), (0, 0, 0, 7)]",14032.19636828149
"[(1, 1, 1), (0, 0, 0, 5)]",14032.19636828149
"[(1, 1, 1), (0, 0, 0, 2)]",14032.19636828149
"[(2, 1, 1), (0, 0, 1, 2)]",14032.545976599367
"[(0, 1, 2), (0, 0, 1, 5)]",14032.696816899965
"[(0, 1, 2), (1, 0, 0, 5)]",14032.783969367634
"[(0, 1, 3), (0, 0, 0, 7)]",14032.844864980747
"[(0, 1, 3), (0, 0, 0, 2)]",14032.844864980747
"[(0, 1, 3), (0, 0, 0, 5)]",14032.844864980747
"[(1, 1, 1), (0, 0, 1, 2)]",14033.031600274613
"[(0, 1, 2), (1, 0, 0, 2)]",14033.065094377456
"[(1, 1, 2), (0, 0, 1, 5)]",14033.222509624655
"[(1, 1, 1), (0, 0, 1, 5)]",14033.240998442894
"[(1, 1, 1), (1, 0, 0, 2)]",14033.243259660256
"[(2, 1, 1), (0, 0, 1, 5)]",14033.319953067288
"[(2, 1, 1), (1, 0, 0, 5)]",14033.358144301688
"[(1, 1, 1), (1, 0, 0, 5)]",14033.450771800442
"[(1, 1, 3), (0, 0, 0, 7)]",14033.868955607442
"[(1, 1, 3), (0, 0, 0, 5)]",14033.868955607442
"[(1, 1, 3), (0, 0, 0, 2)]",14033.868955607442
"[(0, 1, 3), (0, 0, 1, 5)]",14034.096616390365
"[(0, 1, 3), (1, 0, 0, 5)]",14034.283359160163
"[(1, 1, 3), (0, 0, 1, 5)]",14034.792116361383
"[(1, 1, 3), (1, 0, 0, 5)]",14035.046809934705
"[(1, 1, 2), (1, 0, 0, 5)]",14036.14661314011
"[(1, 1, 2), (1, 0, 0, 2)]",14037.22404346698
"[(0, 1, 0), (3, 0, 1, 7)]",14038.632969491744
"[(1, 1, 2), (0, 0, 0, 2)]",14038.901338296542
"[(1, 1, 2), (0, 0, 0, 5)]",14038.901338296542
"[(1, 1, 2), (0, 0, 0, 7)]",14038.901338296542
"[(0, 1, 0), (1, 0, 3, 7)]",14039.455827545564
"[(0, 1, 1), (1, 0, 1, 5)]",14044.075461527038
"[(0, 1, 0), (2, 0, 1, 7)]",14046.940018015746
"[(0, 1, 0), (1, 0, 1, 7)]",14047.073576663977
"[(0, 1, 1), (1, 0, 1, 2)]",14047.110343767323
"[(0, 1, 0), (1, 0, 2, 7)]",14047.22203040012
"[(0, 1, 0), (3, 0, 3, 7)]",14049.685031461313
"[(0, 1, 0), (2, 0, 2, 7)]",14050.24794343685
"[(0, 1, 0), (3, 0, 2, 7)]",14050.487540432681
"[(0, 1, 0), (2, 0, 3, 7)]",14050.744161066708
"[(1, 1, 0), (0, 0, 1, 2)]",14053.373906177982
"[(1, 1, 0), (0, 0, 2, 2)]",14054.020931435163
"[(1, 1, 0), (1, 0, 1, 2)]",14054.415831302455
"[(2, 1, 0), (1, 0, 0, 7)]",14055.097618092868
"[(0, 1, 1), (0, 0, 1, 5)]",14063.475606969518
"[(0, 1, 1), (0, 0, 1, 2)]",14063.783154870129
"[(0, 1, 1), (1, 0, 0, 2)]",14065.882859096531
"[(0, 1, 1), (1, 0, 0, 5)]",14065.897472243927
"[(0, 1, 1), (0, 0, 0, 7)]",14067.78543406201
"[(0, 1, 1), (0, 0, 0, 5)]",14067.78543406201
"[(0, 1, 1), (0, 0, 0, 2)]",14067.78543406201
"[(2, 1, 0), (0, 0, 2, 7)]",14087.403293283574
"[(1, 1, 0), (0, 0, 3, 7)]",14103.325639872743
"[(1, 1, 0), (3, 0, 0, 2)]",14140.517262213134
"[(3, 1, 0), (0, 0, 1, 7)]",14178.869696068086
"[(1, 1, 0), (1, 0, 0, 7)]",14210.471740347159
"[(1, 1, 0), (0, 0, 2, 7)]",14234.944238974525
"[(1, 1, 0), (2, 0, 0, 2)]",14235.32308505762
"[(1, 1, 0), (3, 0, 2, 5)]",14236.432512796928
"[(1, 1, 0), (2, 0, 2, 5)]",14261.309665301651
"[(1, 1, 0), (3, 0, 3, 5)]",14263.80760131264
"[(2, 1, 0), (0, 0, 1, 7)]",14280.992779807702
"[(0, 1, 0), (3, 0, 0, 7)]",14302.59404887156
"[(1, 1, 0), (2, 0, 3, 5)]",14303.096091955042
"[(3, 1, 0), (3, 0, 0, 5)]",14335.881365891815
"[(3, 1, 0), (3, 0, 1, 5)]",14336.081005007556
"[(3, 1, 0), (2, 0, 1, 5)]",14347.63220101088
"[(3, 1, 0), (2, 0, 0, 5)]",14357.982668656841
"[(3, 1, 0), (0, 0, 3, 5)]",14372.512439462167
"[(3, 1, 0), (1, 0, 3, 5)]",14374.450961913291
"[(3, 1, 0), (1, 0, 2, 5)]",14374.665147066842
"[(3, 1, 0), (0, 0, 2, 5)]",14378.59781941309
"[(0, 1, 0), (2, 0, 0, 7)]",14392.756556555083
"[(1, 1, 0), (0, 0, 1, 7)]",14412.059099089642
"[(3, 1, 0), (1, 0, 1, 5)]",14434.65289110612
"[(3, 1, 0), (0, 0, 1, 5)]",14462.824806491237
"[(3, 1, 0), (1, 0, 0, 5)]",14469.266038198366
"[(2, 1, 0), (3, 0, 0, 5)]",14472.973687852838
"[(2, 1, 0), (3, 0, 1, 5)]",14473.976724797987
"[(1, 1, 0), (1, 0, 0, 2)]",14474.82143418927
"[(3, 1, 0), (0, 0, 0, 7)]",14475.898065236564
"[(3, 1, 0), (0, 0, 0, 5)]",14475.898065236564
"[(3, 1, 0), (0, 0, 0, 2)]",14475.898065236564
"[(2, 1, 0), (2, 0, 1, 5)]",14476.891133289235
"[(2, 1, 0), (2, 0, 0, 5)]",14479.587693715319
"[(2, 1, 0), (1, 0, 2, 5)]",14486.582112170498
"[(2, 1, 0), (0, 0, 3, 5)]",14487.923503899434
"[(2, 1, 0), (1, 0, 3, 5)]",14489.876457037812
"[(2, 1, 0), (0, 0, 2, 5)]",14491.490694797496
"[(0, 1, 0), (0, 0, 3, 7)]",14514.965298135525
"[(2, 1, 0), (1, 0, 1, 5)]",14529.724027053637
"[(2, 1, 0), (0, 0, 1, 5)]",14551.68388597609
"[(2, 1, 0), (1, 0, 0, 5)]",14558.553731943524
"[(2, 1, 0), (0, 0, 0, 5)]",14566.596446484033
"[(2, 1, 0), (0, 0, 0, 7)]",14566.596446484033
"[(2, 1, 0), (0, 0, 0, 2)]",14566.596446484033
"[(1, 1, 0), (1, 0, 2, 5)]",14607.253675886193
"[(0, 1, 0), (1, 0, 0, 7)]",14607.709194472833
"[(1, 1, 0), (1, 0, 3, 5)]",14609.238127156626
"[(0, 1, 0), (0, 0, 2, 7)]",14615.025040232797
"[(1, 1, 0), (2, 0, 0, 5)]",14630.455844708062
"[(1, 1, 0), (3, 0, 0, 5)]",14632.033705395415
"[(1, 1, 0), (2, 0, 1, 5)]",14632.191779320083
"[(1, 1, 0), (0, 0, 2, 5)]",14632.982500349643
"[(1, 1, 0), (0, 0, 3, 5)]",14633.319446908485
"[(0, 1, 0), (3, 0, 2, 2)]",14633.496203617702
"[(1, 1, 0), (3, 0, 1, 5)]",14633.9485803483
"[(1, 1, 0), (1, 0, 1, 5)]",14637.094906119422
"[(1, 1, 0), (0, 0, 1, 5)]",14644.101176613578
"[(0, 1, 0), (2, 0, 3, 5)]",14649.895999824119
"[(0, 1, 0), (3, 0, 2, 5)]",14651.919497807417
"[(1, 1, 0), (1, 0, 0, 5)]",14652.104322275403
"[(0, 1, 0), (2, 0, 3, 2)]",14654.50749527509
"[(1, 1, 0), (0, 0, 0, 2)]",14680.957123482836
"[(1, 1, 0), (0, 0, 0, 5)]",14680.957123482836
"[(1, 1, 0), (0, 0, 0, 7)]",14680.957123482836
"[(0, 1, 0), (3, 0, 3, 2)]",14685.143777212792
"[(0, 1, 0), (3, 0, 3, 5)]",14717.928262139136
"[(0, 1, 0), (0, 0, 1, 7)]",14768.187810339492
"[(0, 1, 0), (3, 0, 1, 2)]",14930.55768569098
"[(0, 1, 0), (2, 0, 2, 2)]",14937.278273940847
"[(0, 1, 0), (1, 0, 3, 2)]",14949.619814122107
"[(0, 1, 0), (0, 0, 3, 2)]",14949.65206149715
"[(0, 1, 0), (3, 0, 1, 5)]",14952.254806922836
"[(0, 1, 0), (2, 0, 1, 2)]",14961.311189569751
"[(0, 1, 0), (3, 0, 0, 2)]",14962.907535866481
"[(0, 1, 0), (1, 0, 2, 2)]",14964.781858321694
"[(0, 1, 0), (1, 0, 3, 5)]",14966.856976617386
"[(0, 1, 0), (0, 0, 3, 5)]",14968.309988557288
"[(0, 1, 0), (1, 0, 1, 2)]",14970.631913997002
"[(0, 1, 0), (2, 0, 2, 5)]",14975.296317169072
"[(0, 1, 0), (3, 0, 0, 5)]",14975.897742178595
"[(0, 1, 0), (2, 0, 1, 5)]",14979.845904408594
"[(0, 1, 0), (1, 0, 2, 5)]",14982.068764351085
"[(0, 1, 0), (1, 0, 1, 5)]",14985.726867321993
"[(0, 1, 0), (0, 0, 2, 2)]",14988.352099336773
"[(0, 1, 0), (2, 0, 0, 2)]",14996.395009401367
"[(0, 1, 0), (0, 0, 1, 2)]",14998.54289817421
"[(0, 1, 0), (1, 0, 0, 2)]",14999.053983050235
"[(0, 1, 0), (0, 0, 2, 5)]",15000.470690583381
"[(0, 1, 0), (0, 0, 0, 7)]",15001.020882586003
"[(0, 1, 0), (0, 0, 0, 5)]",15001.020882586003
"[(0, 1, 0), (0, 0, 0, 2)]",15001.020882586003
"[(0, 1, 0), (0, 0, 1, 5)]",15001.479017842072
"[(0, 1, 0), (1, 0, 0, 5)]",15001.569596237712
"[(0, 1, 0), (2, 0, 0, 5)]",15002.334798645994
"[(1, 1, 3), (1, 0, 2, 7)]",960473.4229100547
